"Iteration","Algorithm","Metric","mean","se"
6,"lookoutOld","Gmean",0.198894716079774,0.0937598833598981
6,"HDoutliers","Gmean",0,0
7,"stray","Gmean",0,0
7,"lookoutNew","Gmean",0,0
7,"lookoutOld","Gmean",0,0
7,"HDoutliers","Gmean",0,0
8,"stray","Gmean",0,0
8,"lookoutNew","Gmean",0.0995983919516712,0.0704266983443023
8,"lookoutOld","Gmean",0.198894716079774,0.0937598833598981
8,"HDoutliers","Gmean",0,0
9,"stray","Gmean",0,0
9,"lookoutNew","Gmean",0.198894716079774,0.0937598833598981
9,"lookoutOld","Gmean",0,0
9,"HDoutliers","Gmean",0,0
10,"stray","Gmean",0,0
10,"lookoutNew","Gmean",0.298693909903068,0.107542430325579
10,"lookoutOld","Gmean",0.298694317006722,0.107542367508254
10,"HDoutliers","Gmean",0,0
11,"stray","Gmean",0,0
11,"lookoutNew","Gmean",0.497488377169462,0.117259279315639
11,"lookoutOld","Gmean",0.597891809807406,0.115064466696707
11,"HDoutliers","Gmean",0,0
12,"stray","Gmean",0,0
12,"lookoutNew","Gmean",0.398393262635646,0.115006375538459
12,"lookoutOld","Gmean",0.397788922200224,0.114832040568319
12,"HDoutliers","Gmean",0,0
13,"stray","Gmean",0,0
13,"lookoutNew","Gmean",0.49809231050123,0.117401598273496
13,"lookoutOld","Gmean",0.796686175453028,0.0938905720592748
13,"HDoutliers","Gmean",0,0
14,"stray","Gmean",0,0
14,"lookoutNew","Gmean",0.697087682187751,0.10756319591953
14,"lookoutOld","Gmean",0.696685161691814,0.107501048838693
14,"HDoutliers","Gmean",0,0
15,"stray","Gmean",0,0
15,"lookoutNew","Gmean",0.896082747775501,0.0704036291191262
15,"lookoutOld","Gmean",0.995983411104128,0.000237199079155637
15,"HDoutliers","Gmean",0,0
16,"stray","Gmean",0,0
16,"lookoutNew","Gmean",0.79718863958975,0.0939500607486511
16,"lookoutOld","Gmean",0.897289902777131,0.0704982303682232
16,"HDoutliers","Gmean",0,0
17,"stray","Gmean",0,0
17,"lookoutNew","Gmean",0.995983512724901,0.000212173414327235
17,"lookoutOld","Gmean",0.996988747092449,0.000280289823454277
17,"HDoutliers","Gmean",0,0
18,"stray","Gmean",0,0
18,"lookoutNew","Gmean",0.896485064412449,0.0704353530351275
18,"lookoutOld","Gmean",0.996586734397863,0.000263898938356594
18,"HDoutliers","Gmean",0,0
19,"stray","Gmean",0,0
19,"lookoutNew","Gmean",0.995781898802377,0.000295930753622972
19,"lookoutOld","Gmean",0.996888193415197,0.000289153908053575
19,"HDoutliers","Gmean",0,0
20,"stray","Gmean",0,0
20,"lookoutNew","Gmean",0.996183808338793,0.000379293399904452
20,"lookoutOld","Gmean",0.997290509744978,0.000213115685161303
20,"HDoutliers","Gmean",0,0
1,"kdeos","AUC",0.619639278557114,0.0728419469799443
1,"lookoutNew","AUC",0.500400801603206,0.0378367940988794
1,"lookoutOld","AUC",0.500801603206413,0.0382765822511696
1,"rdos","AUC",0.587374749498998,0.077662442838374
2,"kdeos","AUC",0.630460921843687,0.052537550194021
2,"lookoutNew","AUC",0.651102204408818,0.0586995161367658
2,"lookoutOld","AUC",0.597895791583166,0.0543171874105018
2,"rdos","AUC",0.732264529058116,0.0507155265865981
3,"kdeos","AUC",0.7374749498998,0.0448592517947811
3,"lookoutNew","AUC",0.59438877755511,0.0533188752737171
3,"lookoutOld","AUC",0.604609218436874,0.0570172857968092
3,"rdos","AUC",0.816833667334669,0.0355752660995841
4,"kdeos","AUC",0.744288577154309,0.0496561034221313
4,"lookoutNew","AUC",0.694288577154309,0.0584079864497011
4,"lookoutOld","AUC",0.548296593186373,0.0479004729630697
4,"rdos","AUC",0.783967935871744,0.0449887773406692
5,"kdeos","AUC",0.77434869739479,0.0302629540665887
5,"lookoutNew","AUC",0.601803607214429,0.0558649759960067
5,"lookoutOld","AUC",0.654709418837675,0.0600413458440765
5,"rdos","AUC",0.844288577154309,0.0237400010912425
6,"kdeos","AUC",0.654509018036072,0.0345152526817099
6,"lookoutNew","AUC",0.757815631262525,0.0600855360756264
6,"lookoutOld","AUC",0.762424849699399,0.0610533475417223
6,"rdos","AUC",0.797394789579158,0.0598488828895992
7,"kdeos","AUC",0.754509018036072,0.0411368444182666
7,"lookoutNew","AUC",0.741082164328657,0.0567981228429466
7,"lookoutOld","AUC",0.756112224448898,0.0593998816247225
7,"rdos","AUC",0.856112224448898,0.0242741545967563
8,"kdeos","AUC",0.526052104208417,0.041452378204028
8,"lookoutNew","AUC",0.70751503006012,0.0615357420914045
8,"lookoutOld","AUC",0.711122244488978,0.0622986406327048
8,"rdos","AUC",0.799198396793587,0.0497300061619595
9,"kdeos","AUC",0.785370741482966,0.0395598886542073
9,"lookoutNew","AUC",0.807114228456914,0.0558202324613304
9,"lookoutOld","AUC",0.805310621242485,0.0552739465879223
9,"rdos","AUC",0.855911823647295,0.0310570599444369
10,"kdeos","AUC",0.747294589178357,0.0464002032223613
10,"lookoutNew","AUC",0.760921843687375,0.0605095020857068
10,"lookoutOld","AUC",0.914428857715431,0.0371039557126489
10,"rdos","AUC",0.921042084168337,0.0237213382861532
11,"kdeos","AUC",0.821843687374749,0.0393597298563124
11,"lookoutNew","AUC",0.974549098196393,0.00530231723269124
11,"lookoutOld","AUC",0.979759519038076,0.00667818946010085
11,"rdos","AUC",0.96312625250501,0.0112458800383304
12,"kdeos","AUC",0.754709418837675,0.0452209686841774
12,"lookoutNew","AUC",0.978957915831663,0.00447736234560794
12,"lookoutOld","AUC",0.982364729458918,0.00393951708691696
12,"rdos","AUC",0.939679358717435,0.0183991389662968
13,"kdeos","AUC",0.685370741482966,0.0328729266390621
13,"lookoutNew","AUC",0.987374749498998,0.00289677569900421
13,"lookoutOld","AUC",0.994589178356713,0.00179306152725044
13,"rdos","AUC",0.984168336673347,0.00317178192211311
14,"kdeos","AUC",0.81623246492986,0.0394410466679627
14,"lookoutNew","AUC",0.987575150300601,0.00375391351188434
14,"lookoutOld","AUC",0.991382765531062,0.00217537200907599
14,"rdos","AUC",0.987174348697395,0.00321197469076054
15,"kdeos","AUC",0.808617234468938,0.0389321504938333
15,"lookoutNew","AUC",0.997394789579158,0.00101417678361316
15,"lookoutOld","AUC",0.998997995991984,0.000568783779757061
15,"rdos","AUC",0.991783567134269,0.00261674646436886
16,"kdeos","AUC",0.849498997995992,0.0233030987198396
16,"lookoutNew","AUC",0.996392785571142,0.00129874563094346
16,"lookoutOld","AUC",0.95,0.0353553390593274
16,"rdos","AUC",0.98877755511022,0.00384435392650319
17,"kdeos","AUC",0.863527054108216,0.0254547149190425
17,"lookoutNew","AUC",0.997795591182365,0.000392362729608241
17,"lookoutOld","AUC",0.999799599198397,0.000141704765768847
17,"rdos","AUC",0.993186372745491,0.00219731251882412
18,"kdeos","AUC",0.792785571142285,0.0328098813464677
18,"lookoutNew","AUC",0.997795591182365,0.00102293873287332
18,"lookoutOld","AUC",1,0
18,"rdos","AUC",0.998396793587174,0.000411784502536338
19,"kdeos","AUC",0.883366733466934,0.0212260936747488
19,"lookoutNew","AUC",0.999799599198397,0.000141704765768847
19,"lookoutOld","AUC",1,0
19,"rdos","AUC",0.999198396793587,0.000377879375383593
20,"kdeos","AUC",0.835871743486974,0.0299809318420194
20,"lookoutNew","AUC",1,0
20,"lookoutOld","AUC",1,0
20,"rdos","AUC",0.994188376753507,0.00380497746413778
