"Algorithm","Run","user.self","sys.self","elapsed","user.child","sys.child"
"stray",1,0.0129999999999999,0.002,0.0179999999999998,0,0
"stray",2,0.0110000000000001,0.004,0.0149999999999997,0,0
"stray",3,0.0100000000000007,0.00499999999999989,0.0150000000000006,0,0
"stray",4,0.0120000000000005,0.00300000000000011,0.0169999999999995,0,0
"stray",5,0.011000000000001,0.004,0.0149999999999988,0,0
"stray",6,0.0190000000000001,0.00199999999999978,0.0259999999999998,0,0
"stray",7,0.0180000000000007,0.00200000000000022,0.0229999999999997,0,0
"stray",8,0.0139999999999993,0.00300000000000011,0.0210000000000008,0,0
"stray",9,0.0160000000000018,0.00299999999999967,0.0210000000000008,0,0
"stray",10,0.0109999999999992,0.004,0.0160000000000018,0,0
"stray",11,0.0110000000000028,0.00300000000000011,0.0150000000000006,0,0
"stray",12,0.017000000000003,0.00200000000000022,0.0200000000000031,0,0
"stray",13,0.0109999999999992,0.00200000000000022,0.0129999999999981,0,0
"stray",14,0.0109999999999992,0.00300000000000011,0.0140000000000029,0,0
"stray",15,0.0120000000000005,0.00300000000000011,0.017000000000003,0,0
"stray",16,0.0169999999999959,0.00300000000000011,0.0219999999999985,0,0
"stray",17,0.0139999999999958,0.00300000000000011,0.0169999999999959,0,0
"stray",18,0.0159999999999982,0.00199999999999978,0.0210000000000008,0,0
"stray",19,0.0140000000000029,0.00200000000000022,0.0180000000000007,0,0
"stray",20,0.0120000000000005,0.00200000000000022,0.0140000000000029,0,0
"stray",21,0.0160000000000053,0.00199999999999978,0.0180000000000007,0,0
"stray",22,0.0120000000000005,0.00500000000000034,0.0189999999999984,0,0
"stray",23,0.0150000000000006,0.00099999999999989,0.017000000000003,0,0
"stray",24,0.0139999999999958,0.00500000000000034,0.019999999999996,0,0
"stray",25,0.00999999999999801,0.00400000000000045,0.0139999999999958,0,0
"stray",26,0.0180000000000007,0.00100000000000033,0.019999999999996,0,0
"stray",27,0.0160000000000053,0,0.0200000000000102,0,0
"stray",28,0.0129999999999981,0.00300000000000011,0.0190000000000055,0,0
"stray",29,0.0150000000000006,0.00299999999999923,0.0190000000000055,0,0
"stray",30,0.0120000000000005,0.00300000000000011,0.0150000000000006,0,0
"stray",31,0.0159999999999911,0.00100000000000033,0.0180000000000007,0,0
"stray",32,0.0100000000000051,0.00400000000000045,0.0150000000000006,0,0
"stray",33,0.00999999999999091,0.00299999999999923,0.0160000000000053,0,0
"stray",34,0.0150000000000006,0.00300000000000011,0.0200000000000102,0,0
"stray",35,0.0150000000000006,0.00200000000000067,0.0180000000000007,0,0
"stray",36,0.0160000000000053,0.00100000000000033,0.0190000000000055,0,0
"stray",37,0.0150000000000006,0.00300000000000011,0.019999999999996,0,0
"stray",38,0.0139999999999958,0.00100000000000033,0.0159999999999911,0,0
"stray",39,0.0160000000000053,0.000999999999999446,0.0189999999999912,0,0
"stray",40,0.0150000000000006,0.00199999999999978,0.0180000000000007,0,0
"stray",41,0.0160000000000053,0.00199999999999978,0.0240000000000009,0,0
"stray",42,0.0120000000000005,0.00300000000000011,0.0169999999999959,0,0
"stray",43,0.01400000000001,0.00300000000000011,0.0220000000000056,0,0
"stray",44,0.0150000000000006,0.00300000000000011,0.0200000000000102,0,0
"stray",45,0.0120000000000005,0.00200000000000067,0.0160000000000053,0,0
