"Run","Algorithm","value"
17,"rdos",3.86199999999999
18,"stray",0.0509999999999877
18,"lookoutNew",0.294999999999987
18,"lookoutOld",0.100999999999999
18,"HDoutliers",0.0480000000000018
18,"kdeos",0.257999999999981
18,"rdos",4.392
19,"stray",0.0529999999999973
19,"lookoutNew",0.326000000000022
19,"lookoutOld",0.161000000000001
19,"HDoutliers",0.0449999999999875
19,"kdeos",0.236999999999995
19,"rdos",3.76499999999999
20,"stray",0.0579999999999927
20,"lookoutNew",0.306000000000012
20,"lookoutOld",0.128999999999991
20,"HDoutliers",0.0600000000000023
20,"kdeos",0.240000000000009
20,"rdos",3.827
21,"stray",0.0459999999999923
21,"lookoutNew",0.283000000000015
21,"lookoutOld",0.0999999999999943
21,"HDoutliers",0.0409999999999968
21,"kdeos",0.23599999999999
21,"rdos",3.85900000000001
22,"stray",0.0840000000000032
22,"lookoutNew",0.387
22,"lookoutOld",0.0930000000000177
22,"HDoutliers",0.0449999999999875
22,"kdeos",0.248999999999995
22,"rdos",3.97
23,"stray",0.0500000000000114
23,"lookoutNew",0.295999999999992
23,"lookoutOld",0.104000000000013
23,"HDoutliers",0.0450000000000159
23,"kdeos",0.316000000000003
23,"rdos",3.70600000000002
24,"stray",0.0480000000000018
24,"lookoutNew",0.29000000000002
24,"lookoutOld",0.100999999999999
24,"HDoutliers",0.0519999999999925
24,"kdeos",0.234999999999985
24,"rdos",3.56199999999998
25,"stray",0.0509999999999877
25,"lookoutNew",0.286000000000001
25,"lookoutOld",0.0980000000000132
25,"HDoutliers",0.0459999999999923
25,"kdeos",0.227000000000004
25,"rdos",4.018
26,"stray",0.0490000000000066
26,"lookoutNew",0.298000000000002
26,"lookoutOld",0.105000000000018
26,"HDoutliers",0.0450000000000159
26,"kdeos",0.25
26,"rdos",4.02000000000001
27,"stray",0.047999999999945
27,"lookoutNew",0.288000000000011
27,"lookoutOld",0.0989999999999895
27,"HDoutliers",0.04200000000003
27,"kdeos",0.220000000000027
27,"rdos",3.524
28,"stray",0.0450000000000159
28,"lookoutNew",0.285000000000025
28,"lookoutOld",0.100999999999999
28,"HDoutliers",0.0430000000000064
28,"kdeos",0.224999999999966
28,"rdos",3.73000000000002
29,"stray",0.0450000000000159
29,"lookoutNew",0.335000000000036
29,"lookoutOld",0.156999999999982
29,"HDoutliers",0.04200000000003
29,"kdeos",0.24799999999999
29,"rdos",3.71199999999999
30,"stray",0.0449999999999591
30,"lookoutNew",0.293999999999983
30,"lookoutOld",0.109000000000037
30,"HDoutliers",0.0480000000000018
30,"kdeos",0.22199999999998
30,"rdos",3.666
31,"stray",0.0480000000000018
31,"lookoutNew",0.302999999999997
31,"lookoutOld",0.100999999999999
31,"HDoutliers",0.0450000000000159
31,"kdeos",0.234000000000037
31,"rdos",3.62100000000004
32,"stray",0.0499999999999545
32,"lookoutNew",0.300000000000011
32,"lookoutOld",0.109000000000037
32,"HDoutliers",0.0399999999999636
32,"kdeos",0.251000000000033
32,"rdos",3.726
33,"stray",0.0500000000000114
33,"lookoutNew",0.342000000000041
33,"lookoutOld",0.0989999999999895
33,"HDoutliers",0.0430000000000064
33,"kdeos",0.234000000000037
33,"rdos",3.54299999999995
34,"stray",0.0539999999999736
34,"lookoutNew",0.293999999999983
34,"lookoutOld",0.100999999999999
34,"HDoutliers",0.0430000000000064
34,"kdeos",0.225000000000023
34,"rdos",3.58600000000001
35,"stray",0.0489999999999782
35,"lookoutNew",0.290999999999997
35,"lookoutOld",0.100999999999999
35,"HDoutliers",0.0430000000000064
35,"kdeos",0.22399999999999
35,"rdos",3.75799999999998
36,"stray",0.0500000000000114
36,"lookoutNew",0.286000000000001
36,"lookoutOld",0.106999999999971
36,"HDoutliers",0.0389999999999873
36,"kdeos",0.213999999999999
36,"rdos",3.54000000000002
37,"stray",0.0489999999999782
37,"lookoutNew",0.278999999999996
37,"lookoutOld",0.103999999999985
37,"HDoutliers",0.0409999999999968
37,"kdeos",0.22399999999999
37,"rdos",3.63599999999997
38,"stray",0.0480000000000018
38,"lookoutNew",0.286999999999978
38,"lookoutOld",0.100999999999999
38,"HDoutliers",0.0400000000000205
38,"kdeos",0.244000000000028
38,"rdos",3.65100000000001
39,"stray",0.049000000000035
39,"lookoutNew",0.303999999999974
39,"lookoutOld",0.103000000000009
39,"HDoutliers",0.0500000000000114
39,"kdeos",0.276999999999987
39,"rdos",4.64999999999998
40,"stray",0.047999999999945
40,"lookoutNew",0.29200000000003
40,"lookoutOld",0.100999999999999
40,"HDoutliers",0.04200000000003
40,"kdeos",0.229999999999961
40,"rdos",3.70600000000002
41,"stray",0.0470000000000255
41,"lookoutNew",0.288000000000011
41,"lookoutOld",0.149000000000001
41,"HDoutliers",0.0459999999999923
41,"kdeos",0.230999999999995
41,"rdos",3.76800000000003
42,"stray",0.0529999999999973
42,"lookoutNew",0.29200000000003
42,"lookoutOld",0.100999999999999
42,"HDoutliers",0.0370000000000346
42,"kdeos",0.230999999999995
42,"rdos",3.82500000000005
43,"stray",0.0539999999999736
43,"lookoutNew",0.288000000000011
43,"lookoutOld",0.0989999999999895
43,"HDoutliers",0.0419999999999732
43,"kdeos",0.218999999999994
43,"rdos",3.649
44,"stray",0.0529999999999973
44,"lookoutNew",0.291999999999973
44,"lookoutOld",0.100000000000023
44,"HDoutliers",0.0410000000000537
44,"kdeos",0.230999999999995
44,"rdos",3.73200000000003
45,"stray",0.0480000000000018
45,"lookoutNew",0.284999999999968
45,"lookoutOld",0.114000000000033
45,"HDoutliers",0.0419999999999732
45,"kdeos",0.23399999999998
45,"rdos",4.28399999999999
46,"stray",0.0509999999999877
46,"lookoutNew",0.310000000000002
46,"lookoutOld",0.0960000000000036
46,"HDoutliers",0.0400000000000205
46,"kdeos",0.259999999999991
46,"rdos",4.08199999999999
47,"stray",0.0500000000000114
47,"lookoutNew",0.30499999999995
47,"lookoutOld",0.104999999999961
47,"HDoutliers",0.04200000000003
47,"kdeos",0.234999999999957
47,"rdos",3.74200000000002
48,"stray",0.047999999999945
48,"lookoutNew",0.276999999999987
48,"lookoutOld",0.101999999999975
48,"HDoutliers",0.0409999999999968
48,"kdeos",0.25200000000001
48,"rdos",3.88900000000001
49,"stray",0.0500000000000114
49,"lookoutNew",0.302000000000021
49,"lookoutOld",0.110000000000014
49,"HDoutliers",0.0480000000000018
49,"kdeos",0.389999999999986
49,"rdos",3.86799999999999
50,"stray",0.0509999999999877
50,"lookoutNew",0.310999999999979
50,"lookoutOld",0.100000000000023
50,"HDoutliers",0.0439999999999827
50,"kdeos",0.240000000000009
50,"rdos",3.596
51,"stray",0.0539999999999736
51,"lookoutNew",0.30499999999995
51,"lookoutOld",0.117999999999938
51,"HDoutliers",0.04099999999994
51,"kdeos",0.293000000000006
51,"rdos",4.00700000000006
52,"stray",0.05600000000004
52,"lookoutNew",0.440000000000055
52,"lookoutOld",0.101999999999975
52,"HDoutliers",0.0579999999999927
52,"kdeos",0.242999999999938
52,"rdos",4.30399999999997
53,"stray",0.0500000000000682
53,"lookoutNew",0.397000000000048
53,"lookoutOld",0.100999999999999
53,"HDoutliers",0.0439999999999827
53,"kdeos",0.249000000000024
53,"rdos",4.05799999999999
54,"stray",0.0729999999999791
54,"lookoutNew",0.607999999999947
54,"lookoutOld",0.107999999999947
54,"HDoutliers",0.0529999999999973
54,"kdeos",0.253999999999905
54,"rdos",3.71199999999999
55,"stray",0.0529999999999973
55,"lookoutNew",0.289000000000101
55,"lookoutOld",0.101999999999975
55,"HDoutliers",0.0500000000000682
55,"kdeos",0.270000000000095
55,"rdos",4.22300000000007
56,"stray",0.0540000000000873
56,"lookoutNew",0.291000000000054
56,"lookoutOld",0.161999999999921
56,"HDoutliers",0.05600000000004
56,"kdeos",0.298000000000002
56,"rdos",3.86699999999996
57,"stray",0.0529999999999973
57,"lookoutNew",0.325000000000045
57,"lookoutOld",0.09800000000007
57,"HDoutliers",0.0439999999999827
57,"kdeos",0.291999999999916
57,"rdos",3.92099999999994
58,"stray",0.0540000000000873
58,"lookoutNew",0.293999999999983
58,"lookoutOld",0.100999999999999
58,"HDoutliers",0.04200000000003
58,"kdeos",0.246999999999957
58,"rdos",5.60500000000002
59,"stray",0.0679999999999836
59,"lookoutNew",0.316000000000031
59,"lookoutOld",0.105999999999995
59,"HDoutliers",0.0450000000000728
59,"kdeos",0.386000000000081
59,"rdos",4.2589999999999
60,"stray",0.0500000000000682
60,"lookoutNew",0.330000000000041
60,"lookoutOld",0.101999999999975
60,"HDoutliers",0.04200000000003
60,"kdeos",0.238000000000056
60,"rdos",3.66099999999994
61,"stray",0.04200000000003
61,"lookoutNew",0.286000000000058
61,"lookoutOld",0.0950000000000273
61,"HDoutliers",0.0330000000000155
61,"kdeos",0.242999999999938
61,"rdos",3.548
62,"stray",0.0470000000000255
62,"lookoutNew",0.282000000000039
62,"lookoutOld",0.0929999999999609
62,"HDoutliers",0.0349999999999682
62,"kdeos",0.222999999999956
62,"rdos",3.59500000000003
63,"stray",0.0480000000000018
63,"lookoutNew",0.291000000000054
63,"lookoutOld",0.0979999999999563
63,"HDoutliers",0.0350000000000819
63,"kdeos",0.222000000000094
63,"rdos",3.50999999999999
64,"stray",0.0480000000000018
64,"lookoutNew",0.305999999999926
64,"lookoutOld",0.109000000000037
64,"HDoutliers",0.0360000000000582
64,"kdeos",0.20900000000006
64,"rdos",3.649
65,"stray",0.0439999999999827
65,"lookoutNew",0.283999999999992
65,"lookoutOld",0.120999999999981
65,"HDoutliers",0.0370000000000346
65,"kdeos",0.238999999999919
65,"rdos",3.87400000000002
66,"stray",0.0460000000000491
66,"lookoutNew",0.293000000000006
66,"lookoutOld",0.0940000000000509
66,"HDoutliers",0.0350000000000819
66,"kdeos",0.212999999999965
66,"rdos",3.52500000000009
67,"stray",0.0500000000000682
67,"lookoutNew",0.286000000000058
67,"lookoutOld",0.0950000000000273
67,"HDoutliers",0.0359999999999445
67,"kdeos",0.216000000000008
67,"rdos",3.65200000000004
68,"stray",0.0489999999999782
68,"lookoutNew",0.275999999999954
68,"lookoutOld",0.100999999999999
68,"HDoutliers",0.0359999999999445
68,"kdeos",0.216999999999985
68,"rdos",3.62699999999995
69,"stray",0.0469999999999118
69,"lookoutNew",0.300999999999931
69,"lookoutOld",0.101999999999975
69,"HDoutliers",0.0399999999999636
69,"kdeos",0.223999999999933
69,"rdos",3.875
70,"stray",0.04200000000003
70,"lookoutNew",0.280999999999949
70,"lookoutOld",0.0950000000000273
70,"HDoutliers",0.0360000000000582
70,"kdeos",0.210000000000036
70,"rdos",3.38799999999992
71,"stray",0.0399999999999636
71,"lookoutNew",0.295999999999935
71,"lookoutOld",0.0979999999999563
71,"HDoutliers",0.0339999999999918
71,"kdeos",0.245000000000005
71,"rdos",3.59100000000001
72,"stray",0.0439999999999827
72,"lookoutNew",0.345000000000027
72,"lookoutOld",0.0950000000000273
72,"HDoutliers",0.0320000000000391
72,"kdeos",0.236999999999966
72,"rdos",4.63100000000009
73,"stray",0.0629999999999882
73,"lookoutNew",0.321000000000026
73,"lookoutOld",0.0950000000000273
73,"HDoutliers",0.0380000000000109
73,"kdeos",0.299999999999955
73,"rdos",6.21100000000001
74,"stray",0.0570000000000164
74,"lookoutNew",0.316000000000031
74,"lookoutOld",0.09800000000007
74,"HDoutliers",0.0380000000000109
74,"kdeos",0.284999999999968
74,"rdos",4.24200000000008
75,"stray",0.0430000000000064
75,"lookoutNew",0.302999999999997
75,"lookoutOld",0.101999999999975
75,"HDoutliers",0.0460000000000491
75,"kdeos",0.224000000000046
75,"rdos",4.48299999999995
76,"stray",0.05600000000004
76,"lookoutNew",0.307999999999993
76,"lookoutOld",0.0949999999999136
76,"HDoutliers",0.0529999999999973
76,"kdeos",0.239000000000033
76,"rdos",3.99400000000003
77,"stray",0.0459999999999354
77,"lookoutNew",0.361000000000104
77,"lookoutOld",0.108999999999924
77,"HDoutliers",0.04200000000003
77,"kdeos",0.257000000000062
77,"rdos",3.65200000000004
78,"stray",0.0500000000000682
78,"lookoutNew",0.296999999999912
78,"lookoutOld",0.100000000000023
78,"HDoutliers",0.0350000000000819
78,"kdeos",0.281000000000063
78,"rdos",4.149
79,"stray",0.0559999999999263
79,"lookoutNew",0.346000000000004
79,"lookoutOld",0.0979999999999563
79,"HDoutliers",0.0370000000000346
79,"kdeos",0.230000000000018
79,"rdos",3.53099999999995
80,"stray",0.0500000000000682
80,"lookoutNew",0.289999999999964
80,"lookoutOld",0.0990000000000464
80,"HDoutliers",0.0389999999999873
80,"kdeos",0.246999999999957
80,"rdos",3.77700000000004
81,"stray",0.0430000000000064
81,"lookoutNew",0.275999999999954
81,"lookoutOld",0.0979999999999563
81,"HDoutliers",0.0370000000000346
81,"kdeos",0.216999999999985
81,"rdos",3.57399999999996
82,"stray",0.0470000000000255
82,"lookoutNew",0.288999999999987
82,"lookoutOld",0.0960000000000036
82,"HDoutliers",0.0370000000000346
82,"kdeos",0.210000000000036
82,"rdos",3.49599999999998
83,"stray",0.0480000000000018
83,"lookoutNew",0.337999999999965
83,"lookoutOld",0.128000000000043
83,"HDoutliers",0.0469999999999118
83,"kdeos",0.265999999999963
83,"rdos",3.99799999999993
84,"stray",0.0579999999999927
84,"lookoutNew",0.328000000000088
84,"lookoutOld",0.11099999999999
84,"HDoutliers",0.0550000000000637
84,"kdeos",0.255999999999972
84,"rdos",3.697
85,"stray",0.0410000000000537
85,"lookoutNew",0.279999999999973
85,"lookoutOld",0.0990000000000464
85,"HDoutliers",0.0380000000000109
85,"kdeos",0.245000000000005
85,"rdos",3.59799999999996
86,"stray",0.0489999999999782
86,"lookoutNew",0.295000000000073
86,"lookoutOld",0.112999999999943
86,"HDoutliers",0.0380000000000109
86,"kdeos",0.227000000000089
86,"rdos",3.71600000000001
87,"stray",0.0470000000000255
87,"lookoutNew",0.299999999999955
87,"lookoutOld",0.0979999999999563
87,"HDoutliers",0.0360000000000582
87,"kdeos",0.256999999999948
87,"rdos",3.52499999999998
88,"stray",0.0449999999999591
88,"lookoutNew",0.281000000000063
88,"lookoutOld",0.09800000000007
88,"HDoutliers",0.0380000000000109
88,"kdeos",0.215000000000032
88,"rdos",3.78399999999999
89,"stray",0.13900000000001
89,"lookoutNew",0.339999999999918
89,"lookoutOld",0.100999999999999
89,"HDoutliers",0.0380000000000109
89,"kdeos",0.253000000000043
89,"rdos",3.79100000000005
90,"stray",0.0489999999999782
90,"lookoutNew",0.312000000000012
90,"lookoutOld",0.101999999999975
90,"HDoutliers",0.0410000000000537
90,"kdeos",0.229000000000042
90,"rdos",3.94000000000005
91,"stray",0.0459999999999354
91,"lookoutNew",0.317999999999984
91,"lookoutOld",0.101999999999975
91,"HDoutliers",0.0359999999999445
91,"kdeos",0.220000000000027
91,"rdos",3.68700000000001
92,"stray",0.0430000000000064
92,"lookoutNew",0.289999999999964
92,"lookoutOld",0.0979999999999563
92,"HDoutliers",0.0370000000000346
92,"kdeos",0.229000000000042
92,"rdos",3.63999999999999
93,"stray",0.0450000000000728
93,"lookoutNew",0.408000000000015
93,"lookoutOld",0.103000000000065
93,"HDoutliers",0.04200000000003
93,"kdeos",0.241999999999962
93,"rdos",3.58300000000008
94,"stray",0.0449999999999591
94,"lookoutNew",0.303999999999974
94,"lookoutOld",0.100999999999999
94,"HDoutliers",0.0369999999999209
94,"kdeos",0.233000000000061
94,"rdos",3.78300000000002
95,"stray",0.0460000000000491
95,"lookoutNew",0.286000000000058
95,"lookoutOld",0.100000000000023
95,"HDoutliers",0.0370000000000346
95,"kdeos",0.242999999999938
95,"rdos",3.60500000000002
96,"stray",0.0430000000000064
96,"lookoutNew",0.33400000000006
96,"lookoutOld",0.100000000000023
96,"HDoutliers",0.0360000000000582
96,"kdeos",0.212999999999965
96,"rdos",3.66300000000001
97,"stray",0.0449999999999591
97,"lookoutNew",0.300999999999931
97,"lookoutOld",0.12399999999991
97,"HDoutliers",0.0459999999999354
97,"kdeos",0.255999999999972
97,"rdos",3.87400000000002
98,"stray",0.0509999999999309
98,"lookoutNew",0.298000000000002
98,"lookoutOld",0.0989999999999327
98,"HDoutliers",0.0380000000000109
98,"kdeos",0.221000000000004
98,"rdos",3.84900000000005
99,"stray",0.0449999999999591
99,"lookoutNew",0.326000000000022
99,"lookoutOld",0.0979999999999563
99,"HDoutliers",0.0339999999999918
99,"kdeos",0.251999999999953
99,"rdos",3.62200000000007
100,"stray",0.0420000000001437
100,"lookoutNew",0.285000000000082
100,"lookoutOld",0.101000000000113
100,"HDoutliers",0.0359999999998308
100,"kdeos",0.220000000000027
100,"rdos",3.58500000000004
101,"stray",0.0449999999998454
101,"lookoutNew",0.295000000000073
101,"lookoutOld",0.105999999999995
101,"HDoutliers",0.04099999999994
101,"kdeos",0.227999999999838
101,"rdos",3.83799999999997
102,"stray",0.0430000000001201
102,"lookoutNew",0.278999999999996
102,"lookoutOld",0.09699999999998
102,"HDoutliers",0.0380000000000109
102,"kdeos",0.260999999999967
102,"rdos",4.21199999999999
103,"stray",0.0520000000001346
103,"lookoutNew",0.367000000000189
103,"lookoutOld",0.100000000000136
103,"HDoutliers",0.0380000000000109
103,"kdeos",0.229000000000042
103,"rdos",3.67700000000013
104,"stray",0.0480000000000018
104,"lookoutNew",0.302000000000135
104,"lookoutOld",0.104999999999791
104,"HDoutliers",0.0460000000000491
104,"kdeos",0.232999999999947
104,"rdos",4.10100000000011
105,"stray",0.0429999999998927
105,"lookoutNew",0.273999999999887
105,"lookoutOld",0.0950000000000273
105,"HDoutliers",0.0370000000000346
105,"kdeos",0.211999999999989
105,"rdos",3.53800000000001
106,"stray",0.0420000000001437
106,"lookoutNew",0.338000000000193
106,"lookoutOld",0.0930000000000746
106,"HDoutliers",0.0359999999998308
106,"kdeos",0.323999999999842
106,"rdos",3.56600000000003
107,"stray",0.0449999999998454
107,"lookoutNew",0.301999999999907
107,"lookoutOld",0.107999999999947
107,"HDoutliers",0.0609999999999218
107,"kdeos",0.421999999999798
107,"rdos",3.57999999999993
108,"stray",0.0480000000000018
108,"lookoutNew",0.294999999999845
108,"lookoutOld",0.0979999999999563
108,"HDoutliers",0.0509999999999309
108,"kdeos",0.218000000000075
108,"rdos",3.62300000000005
109,"stray",0.0470000000000255
109,"lookoutNew",0.312000000000126
109,"lookoutOld",0.0940000000000509
109,"HDoutliers",0.0489999999999782
109,"kdeos",0.232999999999947
109,"rdos",3.56700000000001
110,"stray",0.0429999999998927
110,"lookoutNew",0.27800000000002
110,"lookoutOld",0.09699999999998
110,"HDoutliers",0.0389999999999873
110,"kdeos",0.221000000000004
110,"rdos",3.58899999999994
111,"stray",0
111,"lookoutNew",0
111,"lookoutOld",0
111,"HDoutliers",0
111,"kdeos",0
111,"rdos",0
112,"stray",0
112,"lookoutNew",0
112,"lookoutOld",0
112,"HDoutliers",0
112,"kdeos",0
112,"rdos",0
113,"stray",0
113,"lookoutNew",0
113,"lookoutOld",0
113,"HDoutliers",0
113,"kdeos",0
113,"rdos",0
114,"stray",0
114,"lookoutNew",0
114,"lookoutOld",0
114,"HDoutliers",0
114,"kdeos",0
114,"rdos",0
115,"stray",0
115,"lookoutNew",0
115,"lookoutOld",0
115,"HDoutliers",0
115,"kdeos",0
115,"rdos",0
116,"stray",0
116,"lookoutNew",0
116,"lookoutOld",0
116,"HDoutliers",0
116,"kdeos",0
116,"rdos",0
117,"stray",0
117,"lookoutNew",0
117,"lookoutOld",0
117,"HDoutliers",0
117,"kdeos",0
117,"rdos",0
118,"stray",0
118,"lookoutNew",0
118,"lookoutOld",0
118,"HDoutliers",0
118,"kdeos",0
118,"rdos",0
119,"stray",0
119,"lookoutNew",0
119,"lookoutOld",0
119,"HDoutliers",0
119,"kdeos",0
119,"rdos",0
120,"stray",0
120,"lookoutNew",0
120,"lookoutOld",0
120,"HDoutliers",0
120,"kdeos",0
120,"rdos",0
121,"stray",0
121,"lookoutNew",0
121,"lookoutOld",0
121,"HDoutliers",0
121,"kdeos",0
121,"rdos",0
122,"stray",0
122,"lookoutNew",0
122,"lookoutOld",0
122,"HDoutliers",0
122,"kdeos",0
122,"rdos",0
123,"stray",0
123,"lookoutNew",0
123,"lookoutOld",0
123,"HDoutliers",0
123,"kdeos",0
123,"rdos",0
124,"stray",0
124,"lookoutNew",0
124,"lookoutOld",0
124,"HDoutliers",0
124,"kdeos",0
124,"rdos",0
125,"stray",0
125,"lookoutNew",0
125,"lookoutOld",0
125,"HDoutliers",0
125,"kdeos",0
125,"rdos",0
126,"stray",0
126,"lookoutNew",0
126,"lookoutOld",0
126,"HDoutliers",0
126,"kdeos",0
126,"rdos",0
127,"stray",0
127,"lookoutNew",0
127,"lookoutOld",0
127,"HDoutliers",0
127,"kdeos",0
127,"rdos",0
128,"stray",0
128,"lookoutNew",0
128,"lookoutOld",0
128,"HDoutliers",0
128,"kdeos",0
128,"rdos",0
129,"stray",0
129,"lookoutNew",0
129,"lookoutOld",0
129,"HDoutliers",0
129,"kdeos",0
129,"rdos",0
130,"stray",0
130,"lookoutNew",0
130,"lookoutOld",0
130,"HDoutliers",0
130,"kdeos",0
130,"rdos",0
131,"stray",0
131,"lookoutNew",0
131,"lookoutOld",0
131,"HDoutliers",0
131,"kdeos",0
131,"rdos",0
132,"stray",0
132,"lookoutNew",0
132,"lookoutOld",0
132,"HDoutliers",0
132,"kdeos",0
132,"rdos",0
133,"stray",0
133,"lookoutNew",0
133,"lookoutOld",0
133,"HDoutliers",0
133,"kdeos",0
133,"rdos",0
134,"stray",0
134,"lookoutNew",0
134,"lookoutOld",0
134,"HDoutliers",0
134,"kdeos",0
134,"rdos",0
135,"stray",0
135,"lookoutNew",0
135,"lookoutOld",0
135,"HDoutliers",0
135,"kdeos",0
135,"rdos",0
136,"stray",0
136,"lookoutNew",0
136,"lookoutOld",0
136,"HDoutliers",0
136,"kdeos",0
136,"rdos",0
137,"stray",0
137,"lookoutNew",0
137,"lookoutOld",0
137,"HDoutliers",0
137,"kdeos",0
137,"rdos",0
138,"stray",0
138,"lookoutNew",0
138,"lookoutOld",0
138,"HDoutliers",0
138,"kdeos",0
138,"rdos",0
139,"stray",0
139,"lookoutNew",0
139,"lookoutOld",0
139,"HDoutliers",0
139,"kdeos",0
139,"rdos",0
140,"stray",0
140,"lookoutNew",0
140,"lookoutOld",0
140,"HDoutliers",0
140,"kdeos",0
140,"rdos",0
141,"stray",0
141,"lookoutNew",0
141,"lookoutOld",0
141,"HDoutliers",0
141,"kdeos",0
141,"rdos",0
142,"stray",0
142,"lookoutNew",0
142,"lookoutOld",0
142,"HDoutliers",0
142,"kdeos",0
142,"rdos",0
143,"stray",0
143,"lookoutNew",0
143,"lookoutOld",0
143,"HDoutliers",0
143,"kdeos",0
143,"rdos",0
144,"stray",0
144,"lookoutNew",0
144,"lookoutOld",0
144,"HDoutliers",0
144,"kdeos",0
144,"rdos",0
145,"stray",0
145,"lookoutNew",0
145,"lookoutOld",0
145,"HDoutliers",0
145,"kdeos",0
145,"rdos",0
146,"stray",0
146,"lookoutNew",0
146,"lookoutOld",0
146,"HDoutliers",0
146,"kdeos",0
146,"rdos",0
147,"stray",0
147,"lookoutNew",0
147,"lookoutOld",0
147,"HDoutliers",0
147,"kdeos",0
147,"rdos",0
148,"stray",0
148,"lookoutNew",0
148,"lookoutOld",0
148,"HDoutliers",0
148,"kdeos",0
148,"rdos",0
149,"stray",0
149,"lookoutNew",0
149,"lookoutOld",0
149,"HDoutliers",0
149,"kdeos",0
149,"rdos",0
150,"stray",0
150,"lookoutNew",0
150,"lookoutOld",0
150,"HDoutliers",0
150,"kdeos",0
150,"rdos",0
151,"stray",0
151,"lookoutNew",0
151,"lookoutOld",0
151,"HDoutliers",0
151,"kdeos",0
151,"rdos",0
152,"stray",0
152,"lookoutNew",0
152,"lookoutOld",0
152,"HDoutliers",0
152,"kdeos",0
152,"rdos",0
153,"stray",0
153,"lookoutNew",0
153,"lookoutOld",0
153,"HDoutliers",0
153,"kdeos",0
153,"rdos",0
154,"stray",0
154,"lookoutNew",0
154,"lookoutOld",0
154,"HDoutliers",0
154,"kdeos",0
154,"rdos",0
155,"stray",0
155,"lookoutNew",0
155,"lookoutOld",0
155,"HDoutliers",0
155,"kdeos",0
155,"rdos",0
156,"stray",0
156,"lookoutNew",0
156,"lookoutOld",0
156,"HDoutliers",0
156,"kdeos",0
156,"rdos",0
157,"stray",0
157,"lookoutNew",0
157,"lookoutOld",0
157,"HDoutliers",0
157,"kdeos",0
157,"rdos",0
158,"stray",0
158,"lookoutNew",0
