"Run","Algorithm","value"
1,"stray",0.0449999999999999
1,"lookoutNew",0.778
1,"lookoutOld",0.155
1,"HDoutliers",0.0520000000000005
1,"kdeos",0.523000000000001
1,"rdos",4.991
2,"stray",0.0599999999999987
2,"lookoutNew",0.334
2,"lookoutOld",0.103
2,"HDoutliers",0.0399999999999991
2,"kdeos",0.212
2,"rdos",3.887
3,"stray",0.0489999999999995
3,"lookoutNew",0.541999999999998
3,"lookoutOld",0.114000000000001
3,"HDoutliers",0.0489999999999995
3,"kdeos",0.254000000000001
3,"rdos",4.036
4,"stray",0.0599999999999987
4,"lookoutNew",0.300000000000001
4,"lookoutOld",0.108000000000001
4,"HDoutliers",0.0410000000000004
4,"kdeos",0.230999999999998
4,"rdos",3.803
5,"stray",0.0500000000000007
5,"lookoutNew",0.280000000000001
5,"lookoutOld",0.116000000000003
5,"HDoutliers",0.0450000000000017
5,"kdeos",0.218999999999998
5,"rdos",4.225
6,"stray",0.0519999999999996
6,"lookoutNew",0.404000000000003
6,"lookoutOld",0.103000000000002
6,"HDoutliers",0.0410000000000039
6,"kdeos",0.268999999999998
6,"rdos",3.64
7,"stray",0.0560000000000045
7,"lookoutNew",0.292000000000002
7,"lookoutOld",0.161999999999999
7,"HDoutliers",0.0379999999999967
7,"kdeos",0.232999999999997
7,"rdos",3.598
8,"stray",0.0519999999999996
8,"lookoutNew",0.292999999999999
8,"lookoutOld",0.116
8,"HDoutliers",0.0459999999999994
8,"kdeos",0.249000000000002
8,"rdos",3.914
9,"stray",0.046999999999997
9,"lookoutNew",0.283999999999999
9,"lookoutOld",0.112000000000002
9,"HDoutliers",0.0459999999999994
9,"kdeos",0.399000000000001
9,"rdos",4.289
10,"stray",0.0459999999999994
10,"lookoutNew",0.327000000000005
10,"lookoutOld",0.0989999999999966
10,"HDoutliers",0.0420000000000016
10,"kdeos",0.234000000000002
10,"rdos",4.03400000000001
11,"stray",0.0480000000000018
11,"lookoutNew",0.299999999999997
11,"lookoutOld",0.0989999999999895
11,"HDoutliers",0.0450000000000017
11,"kdeos",0.244
11,"rdos",3.77799999999999
12,"stray",0.0750000000000028
12,"lookoutNew",0.280000000000001
12,"lookoutOld",0.097999999999999
12,"HDoutliers",0.0420000000000016
12,"kdeos",0.305000000000007
12,"rdos",3.81
13,"stray",0.0480000000000018
13,"lookoutNew",0.326999999999998
13,"lookoutOld",0.102999999999994
13,"HDoutliers",0.039999999999992
13,"kdeos",0.274000000000001
13,"rdos",3.82900000000001
14,"stray",0.0589999999999975
14,"lookoutNew",0.50200000000001
14,"lookoutOld",0.103999999999985
14,"HDoutliers",0.0439999999999827
14,"kdeos",0.270999999999987
14,"rdos",3.72699999999998
15,"stray",0.0490000000000066
15,"lookoutNew",0.286000000000001
15,"lookoutOld",0.105000000000018
15,"HDoutliers",0.0459999999999923
15,"kdeos",0.277000000000015
15,"rdos",3.89099999999999
16,"stray",0.0600000000000023
16,"lookoutNew",0.312000000000012
16,"lookoutOld",0.0989999999999895
16,"HDoutliers",0.0460000000000207
16,"kdeos",0.22799999999998
16,"rdos",3.542
17,"stray",0.0529999999999973
17,"lookoutNew",0.296999999999997
17,"lookoutOld",0.10299999999998
17,"HDoutliers",0.0409999999999968
17,"kdeos",0.22399999999999
